Duration,sex,age,race,race_8_TEXT,pid1,ideo,pol_interest,pres_approval,state,educ,affective_Dem,affective_Rep,china_frenemy,china_threat,china_opp,tool_diplomacy,tool_sanction,tool_assist_c,tool_covertAction,tool_milthreat,tool_milforce,gender,age,hhi,ethnicity,hispanic,education,political_party,region
556,Male,58,White,,Republican,"Moderate, middle of the road",Slightly interested,Disapprove Somewhat,Ohio,2-year college degree,51,74,Friendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Acceptable,Neutral,Neutral,Neutral,Somewhat Acceptable,Neutral,1,58,1,1,1,4,9,2
830,Male,53,White,,Democrat,Slightly liberal,Moderately interested,Disapprove Strongly,New York,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",80,20,Friendly,Agree Somewhat,Agree Somewhat,Very Acceptable,Neutral,Very Unacceptable,Neutral,Somewhat Unacceptable,Very Unacceptable,1,53,22,1,1,7,2,1
536,Female,66,White,,Independent / Other,Extremely liberal,Very interested,Approve Strongly,Massachusetts,High school graduate,10,45,Friendly,Neither Agree nor Disagree,Agree Somewhat,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,66,4,1,1,2,7,1
312,Male,27,White,,Republican,Extremely conservative,Extremely interested,Approve Strongly,Montana,High school graduate,0,65,Unfriendly,Agree Somewhat,Disagree Somewhat,Very Acceptable,Very Acceptable,Very Unacceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,1,27,7,1,1,2,10,4
393,Male,18,White,,Democrat,Extremely liberal,Extremely interested,Disapprove Strongly,Illinois,"Some college, but no degree (yet)",69,14,Enemy,Agree Somewhat,Neither Agree nor Disagree,Very Acceptable,Very Acceptable,Neutral,Somewhat Acceptable,Neutral,Somewhat Unacceptable,1,18,-3105,1,1,6,2,2
914,Female,43,White,,Independent / Other,"Moderate, middle of the road",Very interested,Neither Approve nor Disapprove,Colorado,4-year college degree,31,61,Unfriendly,Neither Agree nor Disagree,Disagree Somewhat,Somewhat Acceptable,Somewhat Unacceptable,Very Unacceptable,Somewhat Unacceptable,Neutral,Somewhat Acceptable,2,65,8,1,1,6,5,4
328,Male,40,White,,Democrat,"Moderate, middle of the road",Moderately interested,Disapprove Strongly,Pennsylvania,High school graduate,17,72,Friendly,Disagree Somewhat,Agree Slightly,Very Unacceptable,Very Unacceptable,Neutral,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,40,1,1,1,2,1,1
910,Male,32,White,,Democrat,Extremely liberal,Extremely interested,Disapprove Strongly,Ohio,High school graduate,78,83,Friendly,Agree Strongly,Agree Somewhat,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Somewhat Acceptable,Very Acceptable,Very Acceptable,1,32,16,1,1,2,1,2
354,Male,38,Black or African American,,Democrat,Liberal,Extremely interested,Disapprove Somewhat,Texas,"Some college, but no degree (yet)",93,13,Unfriendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,38,7,2,1,4,1,3
468,Male,27,Black or African American,,Democrat,Slightly liberal,Very interested,Approve Somewhat,California,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",71,78,Ally,Disagree Strongly,Agree Strongly,Somewhat Unacceptable,Somewhat Unacceptable,Very Acceptable,Neutral,Very Unacceptable,Somewhat Acceptable,1,27,19,2,1,7,10,4
343,Male,26,Hispanic or Latino,,Independent / Other,"Moderate, middle of the road",Extremely interested,Neither Approve nor Disapprove,Arizona,"Some college, but no degree (yet)",40,44,Unfriendly,Agree Slightly,Disagree Slightly,Very Acceptable,Neutral,Neutral,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,1,26,8,15,2,4,3,4
1525,Male,21,White,,Democrat,Extremely liberal,Slightly interested,Approve Somewhat,Michigan,"Some college, but no degree (yet)",100,0,Enemy,Agree Somewhat,Neither Agree nor Disagree,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Somewhat Acceptable,Very Unacceptable,Somewhat Unacceptable,1,21,17,1,1,6,1,2
457,Male,28,Black or African American,,Independent / Other,"Moderate, middle of the road",Very interested,Disapprove Strongly,Florida,4-year college degree,80,13,Unfriendly,Agree Somewhat,Neither Agree nor Disagree,Very Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Neutral,Very Unacceptable,Very Unacceptable,1,28,14,2,1,6,3,3
350,Male,53,White,,Democrat,Extremely liberal,Not interested at all,Neither Approve nor Disapprove,Ohio,"Some college, but no degree (yet)",85,3,Enemy,Agree Somewhat,Agree Strongly,Somewhat Unacceptable,Neutral,Very Unacceptable,Neutral,Somewhat Acceptable,Very Acceptable,1,53,22,1,1,4,2,2
2205,Male,42,Hispanic or Latino,,Republican,Extremely conservative,Extremely interested,Approve Strongly,North Carolina,2-year college degree,0,100,Enemy,Agree Strongly,Disagree Strongly,Very Unacceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,Very Acceptable,1,42,3,2,2,4,10,3
637,Male,31,White,,Democrat,Slightly liberal,Slightly interested,Disapprove Somewhat,Pennsylvania,High school graduate,60,20,Unfriendly,Agree Slightly,Agree Slightly,Very Acceptable,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,1,31,1,1,1,2,2,1
869,Male,33,Black or African American,,Democrat,Conservative,Moderately interested,Disapprove Strongly,Pennsylvania,High school graduate,97,25,Friendly,Disagree Somewhat,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Unacceptable,1,33,7,2,1,2,1,1
709,Male,35,White,,Democrat,Slightly liberal,Moderately interested,Disapprove Strongly,Massachusetts,"Some college, but no degree (yet)",25,21,Ally,Disagree Strongly,Agree Strongly,Very Acceptable,Very Acceptable,Very Unacceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,1,19,11,14,1,4,3,1
1110,Female,56,Hispanic or Latino,,Democrat,"Moderate, middle of the road",Moderately interested,Disapprove Strongly,New York,2-year college degree,90,5,Unfriendly,Agree Somewhat,Neither Agree nor Disagree,Neutral,Neutral,Very Unacceptable,Very Unacceptable,Neutral,Neutral,2,56,-3105,1,10,4,7,1
827,Male,35,White,,Independent / Other,"Moderate, middle of the road",Moderately interested,Disapprove Somewhat,New York,"Some college, but no degree (yet)",76,23,Friendly,Disagree Somewhat,Agree Slightly,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Somewhat Unacceptable,Very Unacceptable,1,35,5,1,1,6,3,1
1039,Male,67,White,,Democrat,"Moderate, middle of the road",Very interested,Disapprove Strongly,Pennsylvania,High school graduate,90,6,Unfriendly,Agree Somewhat,Neither Agree nor Disagree,Very Acceptable,Very Acceptable,Neutral,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,1,67,2,1,1,2,1,1
228,Male,33,White,,Republican,Slightly conservative,Moderately interested,Approve Strongly,North Carolina,4-year college degree,68,64,Unfriendly,Disagree Somewhat,Agree Strongly,Very Acceptable,Neutral,Somewhat Acceptable,Neutral,Very Unacceptable,Very Unacceptable,1,33,11,1,1,6,9,3
333,Male,19,Asian or Asian American,,Independent / Other,"Moderate, middle of the road",Slightly interested,Disapprove Somewhat,Utah,High school graduate,55,51,Ally,Disagree Slightly,Agree Slightly,Very Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Very Unacceptable,1,19,6,4,1,2,4,4
399,Male,48,White,,Independent / Other,Slightly liberal,Very interested,Disapprove Strongly,Michigan,4-year college degree,20,0,Enemy,Agree Strongly,Disagree Strongly,Very Acceptable,Neutral,Very Unacceptable,Neutral,Very Unacceptable,Very Unacceptable,1,48,9,1,1,6,3,2
416,Male,62,White,,Republican,Conservative,Extremely interested,Approve Strongly,New Mexico,4-year college degree,11,91,Unfriendly,Agree Somewhat,Agree Somewhat,Very Acceptable,Somewhat Acceptable,Somewhat Acceptable,Neutral,Neutral,Very Unacceptable,1,62,7,1,1,6,10,4
302,Male,25,Asian or Asian American,,Democrat,"Moderate, middle of the road",Moderately interested,Disapprove Somewhat,California,4-year college degree,55,25,Friendly,Neither Agree nor Disagree,Neither Agree nor Disagree,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,25,14,4,1,6,6,4
851,Female,73,White,,Republican,Slightly liberal,Very interested,Neither Approve nor Disapprove,Missouri,"Some college, but no degree (yet)",0,100,Unfriendly,Agree Somewhat,Agree Slightly,Neutral,Somewhat Acceptable,Neutral,Neutral,Somewhat Unacceptable,Somewhat Acceptable,2,62,3,1,1,3,9,2
1443,Female,45,White,,Independent / Other,"Moderate, middle of the road",Moderately interested,Disapprove Strongly,Virginia,"Some college, but no degree (yet)",30,25,Ally,Agree Somewhat,Neither Agree nor Disagree,Somewhat Acceptable,Neutral,Very Unacceptable,Neutral,Somewhat Unacceptable,Very Unacceptable,2,45,4,1,1,6,4,3
357,Male,19,White,,Democrat,Slightly liberal,Moderately interested,Approve Somewhat,Tennessee,"Some college, but no degree (yet)",91,17,Unfriendly,Agree Slightly,Agree Somewhat,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,1,19,19,1,1,4,2,3
578,Male,38,White,,Republican,Extremely conservative,Extremely interested,Approve Strongly,California,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",86,79,Friendly,Agree Strongly,Agree Strongly,Somewhat Acceptable,Very Acceptable,Somewhat Acceptable,Somewhat Acceptable,Very Acceptable,Somewhat Acceptable,1,38,23,1,1,7,10,4
1108,Male,55,White,,Republican,Extremely conservative,Extremely interested,Approve Strongly,Tennessee,4-year college degree,8,82,Unfriendly,Agree Somewhat,Disagree Slightly,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,1,55,19,1,1,6,10,3
473,Male,62,White,,Republican,"Moderate, middle of the road",Extremely interested,Approve Strongly,Washington,4-year college degree,35,73,Enemy,Disagree Strongly,Neither Agree nor Disagree,Neutral,Very Acceptable,Neutral,Very Acceptable,Very Acceptable,Neutral,1,62,24,1,1,7,10,4
434,Male,30,Black or African American,,Independent / Other,"Moderate, middle of the road",Moderately interested,Disapprove Strongly,Ohio,High school graduate,50,50,Unfriendly,Agree Slightly,Disagree Somewhat,Very Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,30,2,2,1,2,3,2
1438,Male,35,White,,Republican,Slightly conservative,Very interested,Approve Somewhat,Tennessee,High school graduate,23,89,Friendly,Disagree Slightly,Agree Somewhat,Very Acceptable,Neutral,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Neutral,1,35,10,1,1,2,10,3
281,Male,24,Hispanic or Latino,,Independent / Other,"Moderate, middle of the road",Extremely interested,Approve Strongly,Texas,"Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)",50,50,Unfriendly,Agree Strongly,Neither Agree nor Disagree,Somewhat Acceptable,Somewhat Acceptable,Neutral,Very Acceptable,Somewhat Acceptable,Very Acceptable,1,24,1,15,2,6,4,3
1198,Male,45,White,,Republican,Slightly conservative,Extremely interested,Approve Somewhat,Ohio,"Some college, but no degree (yet)",10,81,Friendly,Agree Slightly,Agree Somewhat,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,1,44,8,1,1,6,9,2
501,Male,22,Black or African American,,Independent / Other,Conservative,Slightly interested,Neither Approve nor Disapprove,Texas,High school graduate,50,50,Friendly,Agree Slightly,Neither Agree nor Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,22,7,2,1,2,4,3
1189,Female,68,White,,Independent / Other,"Moderate, middle of the road",Moderately interested,Approve Somewhat,Pennsylvania,High school graduate,41,56,Unfriendly,Agree Strongly,Disagree Slightly,Somewhat Acceptable,Very Acceptable,Neutral,Very Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,2,68,2,1,1,2,5,1
1011,Male,51,Mixed Race,,Independent / Other,Slightly liberal,Moderately interested,Disapprove Somewhat,Florida,2-year college degree,86,65,Friendly,Agree Slightly,Agree Somewhat,Very Acceptable,Neutral,Very Unacceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,1,51,6,2,1,5,3,3
386,Male,85,White,,Independent / Other,"Moderate, middle of the road",Moderately interested,Disapprove Strongly,California,4-year college degree,80,80,Unfriendly,Agree Slightly,Agree Somewhat,Very Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Very Unacceptable,Somewhat Unacceptable,Very Unacceptable,1,85,19,1,1,6,3,4
832,Male,24,Asian or Asian American,,Independent / Other,Slightly liberal,Moderately interested,Disapprove Strongly,California,High school graduate,8,0,Unfriendly,Disagree Somewhat,Agree Somewhat,Somewhat Acceptable,Very Unacceptable,Somewhat Unacceptable,Neutral,Very Unacceptable,Somewhat Unacceptable,1,54,2,8,1,2,4,4
416,Male,55,White,,Republican,Conservative,Very interested,Approve Somewhat,Illinois,"Some college, but no degree (yet)",34,79,Unfriendly,Agree Slightly,Agree Somewhat,Very Acceptable,Neutral,Somewhat Unacceptable,Neutral,Very Unacceptable,Very Unacceptable,1,55,21,1,1,4,10,2
589,Male,49,White,,Democrat,Liberal,Very interested,Disapprove Strongly,Nebraska,High school graduate,74,21,Friendly,Disagree Slightly,Agree Somewhat,Very Acceptable,Somewhat Unacceptable,Neutral,Very Acceptable,Very Acceptable,Very Acceptable,1,49,2,1,1,2,2,2
1637,Male,53,White,,Republican,Liberal,Very interested,Approve Somewhat,Ohio,"Some college, but no degree (yet)",74,93,Ally,Disagree Strongly,Disagree Slightly,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Acceptable,2,53,6,1,1,2,1,2
792,Male,23,Black or African American,,Democrat,Liberal,Very interested,Approve Somewhat,Georgia,4-year college degree,85,71,Unfriendly,Agree Slightly,Agree Strongly,Somewhat Acceptable,Very Acceptable,Neutral,Somewhat Acceptable,Very Acceptable,Very Acceptable,1,23,21,4,1,6,1,3
463,Male,23,White,,Independent / Other,"Moderate, middle of the road",Moderately interested,Disapprove Strongly,Kentucky,2-year college degree,60,40,Unfriendly,Agree Slightly,Neither Agree nor Disagree,Very Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Very Acceptable,Somewhat Unacceptable,Somewhat Acceptable,1,23,11,1,1,5,3,3
531,Male,45,White,,Republican,Slightly conservative,Extremely interested,Approve Strongly,New York,2-year college degree,92,44,Enemy,Agree Strongly,Disagree Slightly,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Somewhat Acceptable,Very Acceptable,Very Acceptable,1,45,9,1,1,4,10,1
1378,Male,69,White,,Republican,Extremely conservative,Moderately interested,Approve Strongly,New Jersey,High school graduate,0,90,Unfriendly,Agree Slightly,Agree Slightly,Somewhat Acceptable,Somewhat Acceptable,Very Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Very Unacceptable,1,69,9,1,1,2,10,1
1954,Female,21,Black or African American,,Democrat,Conservative,Extremely interested,Disapprove Strongly,South Carolina,"Some college, but no degree (yet)",87,16,Friendly,Agree Strongly,Agree Strongly,Very Acceptable,Very Unacceptable,Neutral,Neutral,Very Unacceptable,Very Unacceptable,2,21,1,15,15,2,2,3
820,Female,55,White,,Independent / Other,Liberal,Very interested,Disapprove Strongly,Vermont,4-year college degree,95,0,Friendly,Neither Agree nor Disagree,Agree Somewhat,Very Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,55,5,1,1,6,3,1
838,Female,59,White,,Independent / Other,Slightly liberal,Extremely interested,Disapprove Strongly,Massachusetts,"Some college, but no degree (yet)",90,12,Friendly,Disagree Strongly,Agree Strongly,Very Acceptable,Very Unacceptable,Neutral,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,59,-3105,1,1,4,3,1
736,Female,67,White,,Democrat,Extremely liberal,Very interested,Disapprove Strongly,New Mexico,4-year college degree,83,0,Enemy,Agree Slightly,Disagree Somewhat,Very Acceptable,Somewhat Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,2,67,2,1,1,6,1,4
740,Male,40,Black or African American,,Independent / Other,Liberal,Moderately interested,Disapprove Somewhat,Massachusetts,"Some college, but no degree (yet)",78,10,Unfriendly,Agree Somewhat,Disagree Somewhat,Somewhat Acceptable,Somewhat Acceptable,Neutral,Neutral,Somewhat Acceptable,Somewhat Acceptable,1,40,3,2,1,6,3,1
317,Male,35,Hispanic or Latino,,Republican,Slightly conservative,Very interested,Disapprove Strongly,New Hampshire,"Some college, but no degree (yet)",0,0,Friendly,Disagree Strongly,Agree Somewhat,Very Acceptable,Very Unacceptable,Neutral,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,35,9,1,2,4,9,1
369,Male,35,Black or African American,,Democrat,Extremely liberal,Very interested,Disapprove Strongly,Virginia,High school graduate,83,40,Unfriendly,Agree Slightly,Agree Slightly,Very Unacceptable,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,Neutral,Somewhat Unacceptable,1,35,9,2,1,2,1,3
822,Male,53,Black or African American,,Democrat,Liberal,Moderately interested,Disapprove Strongly,Kentucky,"Some college, but no degree (yet)",89,10,Unfriendly,Agree Somewhat,Disagree Somewhat,Somewhat Acceptable,Neutral,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Acceptable,Neutral,1,53,12,2,1,4,2,3
1004,Male,57,White,,Independent / Other,Conservative,Very interested,Disapprove Strongly,Wisconsin,4-year college degree,75,25,Enemy,Agree Strongly,Disagree Strongly,Neutral,Somewhat Acceptable,Somewhat Acceptable,Very Acceptable,Very Unacceptable,Very Unacceptable,1,57,1,1,1,6,5,2
407,Male,55,White,,Independent / Other,"Moderate, middle of the road",Moderately interested,Approve Somewhat,Maryland,4-year college degree,51,50,Unfriendly,Agree Slightly,Agree Strongly,Very Acceptable,Very Acceptable,Neutral,Neutral,Somewhat Acceptable,Neutral,1,55,16,1,1,6,4,3
1426,Male,56,White,,Independent / Other,Conservative,Slightly interested,Disapprove Somewhat,California,4-year college degree,20,33,Unfriendly,Agree Slightly,Agree Slightly,Very Acceptable,Somewhat Acceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,Very Unacceptable,1,56,23,1,1,6,5,4
